species,larval,postlarval,juvenile-adult
other_pen,0.272808668,0.194638028,0.309132011
other_pen,0.281133646,0.192099228,0.298095748
other_pen,0.307128193,0.125856654,0.276491217
other_pen,0.200083592,0.221540978,0.337043577
other_pen,0.388764724,0.105558613,0.380893961
other_pen,0.342549619,0.207918004,0.28518684
other_pen,0.268112497,0.173870554,0.376637731
other_pen,0.29671794,0.176988079,0.254404198
other_pen,0.251369519,0.261778521,0.313703913
other_pen,0.297073456,0.164682097,0.213569165
other_pen,0.410618103,0.196191573,0.27904994
other_pen,0.400866493,0.212085667,0.238555445
other_pen,0.343980404,0.256540365,0.308556886
other_pen,0.385886868,0.110608238,0.280494324
other_pen,0.279396119,0.154139435,0.234741915
other_pen,0.303381311,0.297319036,0.245953806
other_pen,0.336307661,0.230079231,0.275396874
other_pen,0.310296503,0.118620997,0.305335148
other_pen,0.406591682,0.120411326,0.255164938
other_pen,0.402203183,0.159262714,0.234058391
other_pen,0.365976023,0.179874715,0.341536522
other_pen,0.396461209,0.175631702,0.299326576
other_pen,0.203393437,0.129304735,0.384852993
other_pen,0.488415809,0.177900061,0.370058876
other_pen,0.271691319,0.092778565,0.29712768
other_pen,0.290541073,0.158553843,0.202607536
other_pen,0.136501945,0.219862083,0.265627603
other_pen,0.221275278,0.148600975,0.297982031
other_pen,0.252609671,0.32041259,0.348785264
other_pen,0.30311351,0.190063524,0.294497658
other_pen,0.317130889,0.16113942,0.415275887
other_pen,0.302959561,0.177419869,0.317496463
other_pen,0.531371622,0.136309893,0.212406126
other_pen,0.304940775,0.115274688,0.243297037
other_pen,0.301995012,0.228006218,0.309868025
other_pen,0.362117061,0.13099608,0.353134737
other_pen,0.265294394,0.160734974,0.282400689
other_pen,0.428594997,0.123899112,0.309107654
other_pen,0.296210324,0.20447449,0.311017807
other_pen,0.282008308,0.264222149,0.183720782
other_pen,0.217754344,0.234153914,0.213671623
other_pen,0.233692146,0.193441688,0.242528464
other_pen,0.2757804,0.159740459,0.187060677
other_pen,0.294487114,0.255602214,0.33490372
other_pen,0.511227218,0.099792844,0.27055661
other_pen,0.306896964,0.184955068,0.263963591
other_pen,0.210979687,0.209229047,0.293696952
other_pen,0.682301904,0.172997821,0.305890916
other_pen,0.255734629,0.16770222,0.405346564
other_pen,0.229147002,0.248038872,0.294209301
other_pen,0.372879618,0.203810657,0.373967377
other_pen,0.392075814,0.087953162,0.207519085
other_pen,0.242684017,0.122123175,0.220934105
other_pen,0.305624707,0.068299594,0.344475443
other_pen,0.262041049,0.156631028,0.295750013
other_pen,0.189329466,0.254100079,0.326307652
other_pen,0.276845899,0.138132664,0.228028603
other_pen,0.306820392,0.180453227,0.277731663
other_pen,0.241455837,0.263629849,0.330186318
other_pen,0.229400532,0.296955278,0.404867943
other_pen,0.278653185,0.207550358,0.292805252
other_pen,0.293049892,0.162199128,0.312608503
other_pen,0.541959793,0.123371984,0.315398647
other_pen,0.206411387,0.137285225,0.28634538
other_pen,0.233750945,0.122235198,0.233006657
other_pen,0.385678886,0.135472007,0.197658235
other_pen,0.571359406,0.148049912,0.449899864
other_pen,0.514183631,0.181868266,0.282510605
other_pen,0.285475181,0.12680495,0.343209845
other_pen,0.376943626,0.211173951,0.20763085
other_pen,0.226289682,0.329580914,0.281752936
other_pen,0.443051619,0.205767323,0.236913448
other_pen,0.208082966,0.153588954,0.243586982
other_pen,0.239917491,0.116011031,0.242651796
other_pen,0.43883211,0.148266206,0.217840425
other_pen,0.336898601,0.16406954,0.425986039
other_pen,0.562665708,0.1869519,0.33998579
other_pen,0.333395278,0.143892841,0.334143099
other_pen,0.313833972,0.135394093,0.357874207
other_pen,0.496220479,0.187911512,0.313932222
other_pen,0.252804299,0.175029801,0.235461523
other_pen,0.397794816,0.220871017,0.403475074
other_pen,0.273278591,0.209800646,0.183332101
other_pen,0.32227713,0.137663448,0.250205432
other_pen,0.261452609,0.173146194,0.254535452
other_pen,0.288378302,0.119047982,0.23167111
other_pen,0.365154466,0.181511221,0.392237377
other_pen,0.497044033,0.169408234,0.352968318
other_pen,0.32049711,0.197145188,0.316380749
other_pen,0.375710562,0.16153405,0.308442729
other_pen,0.252282204,0.132933198,0.335296806
other_pen,0.303893501,0.093888747,0.285883806
other_pen,0.23306259,0.249271354,0.26837785
other_pen,0.559155826,0.14012725,0.177102054
other_pen,0.3199278,0.179480498,0.337057733
other_pen,0.321008943,0.183291636,0.296157579
other_pen,0.398875831,0.134887632,0.345047688
other_pen,0.481071018,0.102537332,0.278811667
other_pen,0.348283195,0.160280141,0.260530831
other_pen,0.369334848,0.221700702,0.237807809
other_pen,0.292074416,0.343264783,0.341869042
other_pen,0.226993105,0.141099597,0.261309814
other_pen,0.323865104,0.159535424,0.330003609
other_pen,0.328560318,0.236048109,0.22531049
other_pen,0.460952318,0.138311743,0.241422709
other_pen,0.410968171,0.236795919,0.315011583
other_pen,0.26266278,0.281316477,0.365420876
other_pen,0.293036816,0.184192724,0.250106887
other_pen,0.38324709,0.219946901,0.282379744
other_pen,0.222205045,0.215761921,0.341368549
other_pen,0.22916948,0.14469637,0.227168718
other_pen,0.27265054,0.150598261,0.405196233
other_pen,0.209934915,0.157763955,0.196569022
other_pen,0.320318582,0.174027192,0.266063134
other_pen,0.318069056,0.154029775,0.213086
other_pen,0.388126678,0.116302972,0.285754103
other_pen,0.251592052,0.342550891,0.239984011
other_pen,0.289439721,0.137913357,0.29960572
other_pen,0.28854115,0.157279707,0.27200467
other_pen,0.243083966,0.08802901,0.186423448
other_pen,0.456974565,0.19003603,0.286918243
other_pen,0.251573171,0.108029267,0.293441503
other_pen,0.364578,0.117487404,0.292594843
other_pen,0.180058969,0.329460506,0.278309947
other_pen,0.329412853,0.110280217,0.327176436
other_pen,0.350944529,0.136322761,0.288472561
other_pen,0.262692081,0.143191653,0.394574602
other_pen,0.295199001,0.282986731,0.336963616
other_pen,0.379055467,0.216002114,0.266775423
other_pen,0.477975274,0.208118275,0.208970485
other_pen,0.371876816,0.285736294,0.269635084
other_pen,0.177775588,0.091756109,0.392657395
other_pen,0.215389673,0.209799202,0.35845715
other_pen,0.276938344,0.277784369,0.250150729
other_pen,0.346048825,0.169329231,0.328358571
other_pen,0.212376178,0.095642765,0.184799484
other_pen,0.423388145,0.287398197,0.315785525
other_pen,0.243463411,0.092180417,0.259228774
other_pen,0.343714702,0.162348394,0.380525478
other_pen,0.376483383,0.284908284,0.201412463
other_pen,0.227779448,0.157808675,0.285540089
other_pen,0.43768995,0.2233339,0.250077278
other_pen,0.336172248,0.141391306,0.254390622
other_pen,0.222948575,0.155477974,0.250996622
other_pen,0.346293255,0.134702967,0.449027862
other_pen,0.375603365,0.21806102,0.334004648
other_pen,0.275837215,0.160986989,0.273510026
other_pen,0.425285539,0.159291352,0.245974417
other_pen,0.227265289,0.161673967,0.317637881
other_pen,0.311021811,0.277745504,0.241743175
other_pen,0.493542013,0.283480607,0.248226169
other_pen,0.296180656,0.152822895,0.239430503
other_pen,0.277233787,0.122076654,0.203775006
other_pen,0.432344354,0.192172354,0.2193474
other_pen,0.358386898,0.182540791,0.24729804
other_pen,0.225111026,0.169203533,0.190645621
other_pen,0.220384688,0.157666716,0.341785662
other_pen,0.436598261,0.172816112,0.273285586
other_pen,0.277628126,0.132759642,0.264234799
other_pen,0.370841643,0.157353625,0.275463526
other_pen,0.585977617,0.105518278,0.31551259
other_pen,0.327498066,0.152536158,0.268924984
other_pen,0.265291886,0.111300714,0.292693574
other_pen,0.298882361,0.11806888,0.25245941
other_pen,0.249235268,0.107926126,0.271899534
other_pen,0.26870365,0.133228264,0.163242648
other_pen,0.244731624,0.172722066,0.291717165
other_pen,0.217613965,0.159428474,0.346622386
other_pen,0.14109437,0.114794541,0.195533986
other_pen,0.283857806,0.125047742,0.253249785
other_pen,0.228276469,0.089457694,0.374017111
other_pen,0.314379272,0.142445839,0.394282546
other_pen,0.481500831,0.143527578,0.19111181
other_pen,0.394841142,0.111074787,0.264528096
other_pen,0.445078474,0.136318925,0.313989199
other_pen,0.295551171,0.217646958,0.289273416
other_pen,0.212414676,0.130149292,0.256269671
other_pen,0.164597701,0.212600799,0.256064846
other_pen,0.404436094,0.148476495,0.31669971
other_pen,0.318195896,0.228575314,0.251778344
other_pen,0.383218621,0.185531263,0.451637871
other_pen,0.360478506,0.100409285,0.30870117
other_pen,0.281453111,0.212616837,0.246597452
other_pen,0.529234433,0.306460693,0.270972103
other_pen,0.19195403,0.187928924,0.269535764
other_pen,0.381127068,0.161553109,0.289878592
other_pen,0.380252341,0.123336366,0.205754643
other_pen,0.254281159,0.324581677,0.291215519
other_pen,0.252099426,0.189406767,0.26823876
other_pen,0.224680639,0.172601739,0.267895939
other_pen,0.263905866,0.073592766,0.242995077
other_pen,0.219202071,0.139234118,0.344748219
other_pen,0.236376208,0.129667079,0.253439756
other_pen,0.28230786,0.122313374,0.306493762
other_pen,0.216981348,0.141418871,0.294433124
other_pen,0.309290297,0.160455586,0.418465345
other_pen,0.302372695,0.20815308,0.306175326
other_pen,0.211338055,0.111206887,0.209679534
other_pen,0.204824199,0.25482329,0.322850501
other_pen,0.284714185,0.191978891,0.274488936
other_pen,0.494084604,0.224915758,0.301308515
other_pen,0.292687084,0.186338881,0.336648396
other_pen,0.240825448,0.119470607,0.317770512
other_pen,0.226228374,0.234685056,0.211800985
other_pen,0.370967343,0.157481583,0.281295805
other_pen,0.37675666,0.17457908,0.386983137
other_pen,0.349401251,0.197277193,0.223509835
other_pen,0.282286227,0.235218111,0.291164245
other_pen,0.330275392,0.217268229,0.436948016
other_pen,0.48681942,0.148566912,0.224607879
other_pen,0.302911298,0.243368664,0.212840793
other_pen,0.330996112,0.196185279,0.219349149
other_pen,0.244972408,0.221171629,0.316881506
other_pen,0.277364844,0.182285094,0.355233525
other_pen,0.402847358,0.123683717,0.241917214
other_pen,0.389074684,0.141236986,0.275701329
other_pen,0.343428147,0.211251466,0.216755522
other_pen,0.5259566,0.184117272,0.237522891
other_pen,0.429253416,0.203548964,0.246027175
other_pen,0.254471029,0.284928559,0.331344101
other_pen,0.373040375,0.237263444,0.337431361
other_pen,0.39584573,0.222602737,0.35125326
other_pen,0.268806518,0.176041957,0.295132474
other_pen,0.35441781,0.131808495,0.181112742
other_pen,0.490194574,0.168442087,0.38302069
other_pen,0.270672522,0.246200518,0.382241605
other_pen,0.364969772,0.18241907,0.273484059
other_pen,0.280255401,0.242868248,0.19927888
other_pen,0.164661814,0.174069517,0.205708741
other_pen,0.340193275,0.304018204,0.200455342
other_pen,0.348267459,0.160801402,0.231574194
other_pen,0.307860213,0.251126181,0.449744722
other_pen,0.325048467,0.201782014,0.318691541
other_pen,0.43424127,0.15625847,0.246242183
other_pen,0.407214628,0.163864074,0.280205602
other_pen,0.290089917,0.24113313,0.273388598
other_pen,0.408285605,0.310832884,0.340129363
other_pen,0.724657793,0.252739329,0.319400322
other_pen,0.281031447,0.352075736,0.255760856
other_pen,0.340623109,0.172675952,0.392536767
other_pen,0.304582494,0.259683433,0.266801032
other_pen,0.232357587,0.139220565,0.375133995
other_pen,0.290789654,0.130514393,0.255556776
other_pen,0.393563832,0.11974595,0.293294138
other_pen,0.558373231,0.20999992,0.320374436
other_pen,0.508619626,0.150396902,0.227881177
other_pen,0.569813579,0.14436381,0.160511406
other_pen,0.351953663,0.288045959,0.299459346
other_pen,0.491380082,0.197311427,0.237434339
other_pen,0.298486863,0.23304973,0.209693279
other_pen,0.408352001,0.198909601,0.293833522
other_pen,0.322332084,0.202916003,0.245992947
other_pen,0.446502064,0.097926628,0.228008375
other_pen,0.260546115,0.124207463,0.422614998
other_pen,0.338436471,0.150009504,0.249764402
other_pen,0.260732484,0.149525154,0.263964335
other_pen,0.312372824,0.115122177,0.329289203
other_pen,0.32966677,0.164015252,0.289798786
other_pen,0.309510663,0.161666795,0.327666122
other_pen,0.428629793,0.139511406,0.287094863
other_pen,0.194786815,0.24396884,0.386632093
other_pen,0.322559809,0.154619775,0.25345391
other_pen,0.379363649,0.254599386,0.265076327
other_pen,0.209089067,0.240331443,0.341530816
other_pen,0.264875456,0.190884483,0.312041625
other_pen,0.219551164,0.135536057,0.359779192
other_pen,0.299906798,0.228282836,0.333600762
other_pen,0.409567127,0.19575239,0.287362196
other_pen,0.310123955,0.1291814,0.318813267
other_pen,0.339814665,0.161420789,0.246506529
other_pen,0.309513388,0.082988217,0.311967415
other_pen,0.239560728,0.078251612,0.308171269
other_pen,0.253620381,0.163055983,0.408945925
other_pen,0.436144918,0.162913631,0.282554424
other_pen,0.273261543,0.151661854,0.281481427
other_pen,0.311448585,0.200659714,0.234377601
other_pen,0.304217638,0.16513409,0.269243061
other_pen,0.473264115,0.185811556,0.314588215
other_pen,0.266150163,0.202832162,0.237507423
other_pen,0.280349438,0.297870832,0.313233013
other_pen,0.36626664,0.368444377,0.238452213
other_pen,0.320394148,0.21385403,0.288471996
other_pen,0.256305238,0.188301064,0.283104173
other_pen,0.268917896,0.197411031,0.2100955
other_pen,0.336060512,0.140639742,0.412375896
other_pen,0.199825008,0.183976144,0.276253621
other_pen,0.209592561,0.174733479,0.258668731
other_pen,0.260920786,0.200969837,0.201919471
other_pen,0.258031615,0.103145005,0.478517996
other_pen,0.303281553,0.218063597,0.304810375
other_pen,0.440129798,0.165543824,0.303836361
other_pen,0.316714797,0.147874291,0.350896219
other_pen,0.37382582,0.16229883,0.371543913
other_pen,0.538415388,0.103477839,0.338949524
other_pen,0.349064606,0.181217547,0.265795221
other_pen,0.47383044,0.228843577,0.395815676
other_pen,0.344034783,0.143794156,0.248250077
other_pen,0.605599028,0.16099247,0.285435749
other_pen,0.264279694,0.209256659,0.231368859
other_pen,0.501103532,0.15053915,0.310172373
other_pen,0.261986269,0.126160115,0.191810491
other_pen,0.345968459,0.142905346,0.239403349
other_pen,0.410346654,0.130481747,0.352680045
other_pen,0.60392269,0.286522456,0.208888857
other_pen,0.253044525,0.197489035,0.186393937
other_pen,0.33011883,0.318409615,0.428400592
other_pen,0.33927427,0.118541711,0.334547237
other_pen,0.266971937,0.130432553,0.244192011
other_pen,0.260472805,0.180530074,0.347552552
other_pen,0.39722947,0.210747935,0.262927658
other_pen,0.463676452,0.202562428,0.240998001
other_pen,0.328876293,0.204936592,0.322313846
other_pen,0.263804519,0.173121083,0.227260243
other_pen,0.389281501,0.199014315,0.283639051
other_pen,0.336656112,0.161950738,0.300411139
other_pen,0.365164321,0.240852906,0.227714099
other_pen,0.375776772,0.213636445,0.281143647
other_pen,0.352862006,0.231041025,0.25602838
other_pen,0.326592829,0.101163021,0.254672938
other_pen,0.472429786,0.207478717,0.239833953
other_pen,0.299984254,0.217435399,0.343772359
other_pen,0.271681704,0.170841672,0.440735275
other_pen,0.379411136,0.170926578,0.230466683
other_pen,0.390781861,0.207459386,0.254247431
other_pen,0.420571969,0.150161913,0.302516181
other_pen,0.305676218,0.108915609,0.34546844
other_pen,0.390260916,0.13220033,0.335957723
other_pen,0.280155272,0.107709458,0.217034349
other_pen,0.21702024,0.124730356,0.299226325
other_pen,0.261031146,0.052250328,0.344290973
other_pen,0.370476974,0.218464364,0.386012003
other_pen,0.274348821,0.144329207,0.219214802
other_pen,0.319378222,0.227667844,0.317586275
other_pen,0.24855567,0.141052292,0.211909037
other_pen,0.511660434,0.1680134,0.224406362
other_pen,0.257013755,0.15593355,0.288554164
other_pen,0.242213161,0.319217049,0.307168319
other_pen,0.485498865,0.124189706,0.26727246
other_pen,0.321799127,0.201851849,0.228370631
other_pen,0.369680738,0.156365204,0.214445847
other_pen,0.314945151,0.247954637,0.250244379
other_pen,0.319518836,0.182956598,0.253712128
other_pen,0.422113568,0.164963865,0.309651471
other_pen,0.232255688,0.129426746,0.269739886
other_pen,0.247123854,0.248682957,0.263105721
other_pen,0.342956058,0.152554063,0.374051399
other_pen,0.27109398,0.172303052,0.204004716
other_pen,0.409282397,0.284326349,0.312330885
other_pen,0.263538774,0.592815969,0.196433775
other_pen,0.19642354,0.173460691,0.228791569
other_pen,0.27000029,0.176887055,0.308268699
other_pen,0.292720176,0.249512368,0.325851495
other_pen,0.330239656,0.196099265,0.226847541
other_pen,0.386356234,0.110884984,0.324724987
other_pen,0.353461891,0.132016446,0.133110436
other_pen,0.274428254,0.193058115,0.21558945
other_pen,0.382419115,0.129693583,0.296040035
other_pen,0.290079947,0.200040515,0.256024481
other_pen,0.208519567,0.229142959,0.236135997
other_pen,0.258815567,0.099628914,0.246145636
other_pen,0.315895266,0.144978486,0.315845523
other_pen,0.328261159,0.236845607,0.218154419
other_pen,0.43026565,0.14463121,0.268966668
other_pen,0.304630916,0.201024792,0.244275877
other_pen,0.396734191,0.196016827,0.365581685
other_pen,0.254329138,0.175640535,0.344780548
other_pen,0.258902798,0.243446659,0.24310107
other_pen,0.367981052,0.117624098,0.227484191
other_pen,0.352534739,0.090563809,0.309316695
other_pen,0.317603538,0.164239767,0.252756927
other_pen,0.331046386,0.122588218,0.181950542
other_pen,0.304800417,0.172080934,0.272705295
other_pen,0.268291612,0.249275148,0.235570748
other_pen,0.225057927,0.202902589,0.210962896
other_pen,0.172227061,0.174217825,0.257575137
other_pen,0.224862056,0.128384079,0.194929183
other_pen,0.202062592,0.175598723,0.20231113
other_pen,0.269387577,0.267247065,0.18305758
other_pen,0.361116851,0.154738034,0.283958537
other_pen,0.335223355,0.20880693,0.322696468
other_pen,0.24793344,0.267236874,0.216088067
other_pen,0.321857024,0.121740763,0.344845475
other_pen,0.412962883,0.214354591,0.162706006
other_pen,0.285460963,0.390545377,0.229400389
other_pen,0.349643031,0.219211928,0.294094901
other_pen,0.301022631,0.098274224,0.354221785
other_pen,0.345955399,0.175678071,0.297598293
other_pen,0.390161922,0.289198905,0.414190433
other_pen,0.813513537,0.32235928,0.365299333
other_pen,0.460767856,0.159139783,0.384784893
other_pen,0.28778145,0.182360701,0.282828979
other_pen,0.260240109,0.175269254,0.197733839
other_pen,0.145486036,0.145167641,0.357285922
other_pen,0.320320174,0.162195951,0.252803966
other_pen,0.332968651,0.140467463,0.241499081
other_pen,0.359500277,0.121653578,0.260985949
other_pen,0.290145378,0.234952615,0.412724851
other_pen,0.370650205,0.251792267,0.295798818
other_pen,0.25168469,0.208231762,0.300101317
other_pen,0.43105528,0.134392948,0.278439946
other_pen,0.307370406,0.259738413,0.288272119
other_pen,0.310008291,0.155926356,0.350057586
other_pen,0.20635208,0.262851353,0.31107291
other_pen,0.313160055,0.367034762,0.361326253
other_pen,0.361249494,0.14582453,0.369163879
other_pen,0.243741453,0.21205172,0.32785072
other_pen,0.470376148,0.297474403,0.284877476
other_pen,0.474959359,0.217558312,0.36946498
other_pen,0.222719162,0.240492265,0.387388432
other_pen,0.243966593,0.165560495,0.318300859
other_pen,0.345487698,0.079195808,0.310652325
other_pen,0.325944692,0.167956553,0.288661417
other_pen,0.225241775,0.132510299,0.294631522
other_pen,0.273992441,0.233785058,0.232873984
other_pen,0.24642958,0.129855493,0.229492059
other_pen,0.246962827,0.179902757,0.225739112
other_pen,0.328671843,0.281489507,0.262253145
other_pen,0.267719884,0.225478141,0.287901792
other_pen,0.229413742,0.135059954,0.293981177
other_pen,0.235852903,0.220645319,0.23325119
other_pen,0.274611987,0.189011592,0.315954969
other_pen,0.387641541,0.265312133,0.266938127
other_pen,0.381870663,0.136390343,0.41801875
other_pen,0.390979865,0.172664974,0.269603734
other_pen,0.358405753,0.140313655,0.312625132
other_pen,0.348949358,0.210823109,0.243521296
other_pen,0.264081787,0.196703019,0.210096823
other_pen,0.323274454,0.204257328,0.243402861
other_pen,0.30251177,0.133053798,0.281465273
other_pen,0.245868228,0.103568485,0.316615019
other_pen,0.328802754,0.213863372,0.316602633
other_pen,0.309197819,0.171893006,0.263024608
other_pen,0.190130866,0.174873925,0.331076478
other_pen,0.216825703,0.071128804,0.315987855
other_pen,0.325959473,0.123222881,0.303664472
other_pen,0.278760578,0.163315065,0.200426182
other_pen,0.281021973,0.218208169,0.274512856
other_pen,0.318706249,0.175580448,0.213830757
other_pen,0.390690567,0.147450047,0.332616702
other_pen,0.303190707,0.117148834,0.271186546
other_pen,0.323063262,0.208489573,0.251274661
other_pen,0.483742417,0.195784034,0.33835001
other_pen,0.414187442,0.259345196,0.258585815
other_pen,0.311453783,0.192365296,0.366065813
other_pen,0.303967518,0.177911731,0.332002076
other_pen,0.327695471,0.252118323,0.37629721
other_pen,0.238274104,0.288316548,0.223430144
other_pen,0.363587175,0.231475361,0.252277763
other_pen,0.285821799,0.168103736,0.322420859
other_pen,0.338319781,0.220326179,0.312357523
other_pen,0.335254107,0.110673032,0.269413902
other_pen,0.317086943,0.139952448,0.210931554
other_pen,0.17540787,0.117540327,0.224720984
other_pen,0.385058819,0.115796591,0.224387189
other_pen,0.419903262,0.153208351,0.302168001
other_pen,0.256465948,0.202690379,0.280993496
other_pen,0.261562107,0.27391306,0.275089989
other_pen,0.406255523,0.177768866,0.276281742
other_pen,0.276831585,0.170303795,0.359848575
other_pen,0.316701345,0.164215448,0.299197003
other_pen,0.256490733,0.177247905,0.258107013
other_pen,0.349423097,0.151280146,0.356522568
other_pen,0.356063347,0.175170716,0.285268121
other_pen,0.322066958,0.171463525,0.34866412
other_pen,0.207790787,0.201239204,0.358206139
other_pen,0.402426447,0.215089207,0.339494527
other_pen,0.191744648,0.12906785,0.224510163
other_pen,0.270230534,0.225089345,0.345850466
other_pen,0.38568703,0.177029848,0.254462602
other_pen,0.333837015,0.071061429,0.366861767
other_pen,0.171370276,0.128335538,0.339749786
other_pen,0.271877026,0.141197031,0.379997427
other_pen,0.372644005,0.205323829,0.284546482
other_pen,0.24524637,0.118450564,0.283887445
other_pen,0.439745993,0.201424097,0.370242283
other_pen,0.285683315,0.185427928,0.28120449
other_pen,0.224969213,0.183937273,0.260517565
other_pen,0.308670151,0.24789967,0.426379179
other_pen,0.198108736,0.174384867,0.276521346
other_pen,0.244436212,0.145743989,0.342495269
other_pen,0.280450278,0.077319444,0.183514047
other_pen,0.211294798,0.162088872,0.343007096
other_pen,0.324557953,0.233641039,0.212965937
other_pen,0.434021463,0.154263378,0.304579504
other_pen,0.65338409,0.140820951,0.308880098
other_pen,0.284399857,0.256625398,0.327513802
other_pen,0.437809065,0.286385991,0.261670975
other_pen,0.320287822,0.21893283,0.263650432
other_pen,0.329466074,0.173555094,0.311758722
other_pen,0.302683792,0.220627948,0.342557984
other_pen,0.217135907,0.118394018,0.27985597
other_pen,0.404784992,0.153127209,0.232272672
other_pen,0.237128222,0.230683338,0.141333188
other_pen,0.343120805,0.384110234,0.433031945
other_pen,0.380340524,0.244502067,0.302564828
other_pen,0.225197416,0.092008256,0.203521608
other_pen,0.291881776,0.144349496,0.332094431
other_pen,0.228325542,0.237204056,0.279837152
other_pen,0.348962749,0.12330551,0.23985146
other_pen,0.388988914,0.167866102,0.201191179
other_pen,0.503432233,0.175410016,0.241344531
other_pen,0.301569167,0.388137707,0.246202882
other_pen,0.247544176,0.209128378,0.190994376
other_pen,0.410259792,0.172596213,0.349883604
other_pen,0.377464219,0.180854622,0.178379314
other_pen,0.387232327,0.181147534,0.303781835
other_pen,0.310973229,0.24687005,0.255726217
other_pen,0.699998419,0.120152449,0.443124635
other_pen,0.273969161,0.183464778,0.301539463
other_pen,0.385195648,0.163622038,0.219261754
other_pen,0.362799934,0.211477012,0.351147542
other_pen,0.484730216,0.103171455,0.36370576
other_pen,0.245747353,0.173526219,0.257634794
other_pen,0.248651825,0.206170297,0.310132477
other_pen,0.196681723,0.217580961,0.313850023
other_pen,0.313226752,0.201851618,0.264459344
other_pen,0.261181422,0.192465541,0.384504688
other_pen,0.329332343,0.260175966,0.296933742
other_pen,0.226050269,0.18819249,0.287975385
other_pen,0.393360614,0.118607829,0.19129792
other_pen,0.256714821,0.175636364,0.286793081
other_pen,0.282892754,0.222802315,0.277028919
other_pen,0.363886731,0.16485556,0.249713327
other_pen,0.323987169,0.217744372,0.353104192
other_pen,0.344610685,0.206446161,0.264715127
other_pen,0.248605696,0.104889041,0.21338446
other_pen,0.326900281,0.202069891,0.334278862
other_pen,0.392065876,0.257449889,0.315553198
other_pen,0.375164306,0.130262897,0.30980604
other_pen,0.38860416,0.157885246,0.296657616
other_pen,0.252363013,0.146862666,0.306361734
other_pen,0.449961291,0.178530317,0.260434753
other_pen,0.172159213,0.138283697,0.325164417
other_pen,0.419396117,0.198179728,0.262458301
other_pen,0.338120068,0.171655054,0.407543513
other_pen,0.282550161,0.245510196,0.270902788
other_pen,0.403177555,0.206707244,0.304949494
other_pen,0.344550305,0.182893074,0.399681841
other_pen,0.376149125,0.102662931,0.332667405
other_pen,0.368878802,0.113798898,0.307743947
other_pen,0.37504919,0.149787917,0.313207245
other_pen,0.390567717,0.224530483,0.208614415
other_pen,0.194106925,0.0755371,0.348418446
other_pen,0.332168973,0.119827363,0.354306279
other_pen,0.317167626,0.263788169,0.402887688
other_pen,0.531974283,0.141367205,0.227025546
other_pen,0.532153923,0.117934768,0.266606564
other_pen,0.279155648,0.150662263,0.311612013
other_pen,0.353463869,0.203554236,0.314158629
other_pen,0.296230926,0.106858584,0.241369562
other_pen,0.303737705,0.138968858,0.380924078
other_pen,0.231615945,0.134924829,0.331201452
other_pen,0.255171089,0.072051594,0.186570723
other_pen,0.265672511,0.337547214,0.26514422
other_pen,0.29558209,0.113726751,0.290749186
other_pen,0.46392345,0.155158352,0.264303321
other_pen,0.338742895,0.103849413,0.281279935
other_pen,0.367908176,0.17012654,0.172271679
other_pen,0.266697368,0.108112864,0.280790654
other_pen,0.357806407,0.242267928,0.255540521
other_pen,0.545205925,0.240730166,0.244142353
other_pen,0.201333053,0.244139223,0.221666654
other_pen,0.224794927,0.245064335,0.323510732
other_pen,0.243882879,0.331759976,0.26881567
other_pen,0.264825361,0.221521059,0.261762765
other_pen,0.41120625,0.131988021,0.279607065
other_pen,0.241094499,0.257961729,0.318167872
other_pen,0.139530787,0.203471642,0.230932736
other_pen,0.222512011,0.203766708,0.302855854
other_pen,0.361380483,0.137872424,0.274602476
other_pen,0.187035221,0.211111761,0.173578215
other_pen,0.170384959,0.102813676,0.219879502
other_pen,0.260505101,0.233301162,0.225863058
other_pen,0.880235146,0.181870586,0.265474201
other_pen,0.255271988,0.344626501,0.265039342
other_pen,0.517475572,0.248344624,0.309919653
other_pen,0.433379667,0.199386994,0.268883342
other_pen,0.355017574,0.209958217,0.2716129
other_pen,0.268663741,0.100464038,0.261301833
other_pen,0.367832879,0.184546343,0.269829515
other_pen,0.33096638,0.10613633,0.204647222
other_pen,0.210039286,0.209917939,0.263255763
other_pen,0.334499831,0.087068357,0.335976453
other_pen,0.539277705,0.327690708,0.299006056
other_pen,0.288901466,0.099737927,0.351507528
other_pen,0.344282943,0.298147206,0.383072186
other_pen,0.407667203,0.251751759,0.327005106
other_pen,0.313030909,0.226059908,0.389073734
other_pen,0.395545428,0.215115942,0.270858872
other_pen,0.33715768,0.128273494,0.325144128
other_pen,0.321990024,0.181603309,0.283934368
other_pen,0.311939807,0.175457695,0.208460403
other_pen,0.25189294,0.106957249,0.229292017
other_pen,0.381899466,0.124056246,0.358154981
other_pen,0.219398012,0.154787014,0.274099252
other_pen,0.341343934,0.157396998,0.250149108
other_pen,0.292202878,0.155530642,0.339800532
other_pen,0.313469523,0.16928717,0.275958608
other_pen,0.392752111,0.153361156,0.222799932
other_pen,0.280781641,0.100621898,0.347436379
other_pen,0.383864993,0.106767035,0.171592231
other_pen,0.39077429,0.185860642,0.257050123
other_pen,0.252001517,0.255183505,0.254507163
other_pen,0.437854082,0.199379184,0.297582753
other_pen,0.470411394,0.163461636,0.22606207
other_pen,0.208572063,0.258605973,0.222947166
other_pen,0.317528493,0.150593206,0.204865521
other_pen,0.19760636,0.140326455,0.290752437
